Numero_Moradia;Nome_Area_Risco;Fonte_Risco;Area_Risco_Geologico;Area_Suscetivel_Alagamento
201193968;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871293;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918834;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070794;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
94089378;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489000;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
197055252;[Geológico] Setor S15R3;CPRM/SEDURB;Sim;Nao
38916097;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489609;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
38916946;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871172;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217484108;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489406;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
97468551;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918555;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197070441;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
101282527;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321581;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090849;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916077;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917601;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916724;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220788867;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071316;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
94090452;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490118;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915191;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909475;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
97468582;[Geológico] Setor S3R3;CPRM/SEDURB;Sim;Nao
217484074;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201193897;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38914492;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916689;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911068;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089261;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460520;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911118;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282490;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070963;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
197071405;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
94089191;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489778;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38909596;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551711;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38916667;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220788938;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088865;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551621;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871246;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917437;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916614;[Geológico] Pátio da Prefeitura Municipal de Santa Maria do Jetibá - Patio da Prefeitura de SMJ - Rua Dalmácio Espíndula;CPRM;Sim;Nao
94091137;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071053;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38909441;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
38917614;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909847;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916436;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089165;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090890;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916206;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916582;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918686;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38917400;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197055057;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38916596;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916218;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909451;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
101282540;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196327297;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196553618;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551702;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917562;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
196326531;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326591;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551732;[Geológico] Setor S16R3;CPRM/SEDURB;Sim;Nao
217483975;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321660;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197054581;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326805;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489805;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
94089202;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326605;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223000401;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113201437;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372614;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
201139500;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
218889782;[Geológico] Setor S17R3;CPRM/SEDURB;Sim;Nao
94090845;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460722;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518300;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372537;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
197054149;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489818;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38911011;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916922;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911262;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090922;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070982;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38910078;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
201139466;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223000320;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915451;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326757;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911015;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871447;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918612;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
216518857;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916598;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070545;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
197071012;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
196335078;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38913319;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090561;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326508;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911292;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216517731;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071342;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
197054840;[Geológico] Setor S13R3;CPRM/SEDURB;Sim;Nao
38918510;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
94088938;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489716;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
196326788;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113200826;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916477;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220789032;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321620;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139305;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217483749;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201193585;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918760;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223489855;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38911301;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911542;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38909686;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196181612;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
38922002;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088962;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071337;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38919258;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220788983;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201193844;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071007;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38909587;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139543;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113203725;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910671;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
197054641;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088755;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333127;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139189;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
201139175;[Geológico] Setor S20R3;CPRM/SEDURB;Sim;Nao
94089387;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
98718466;[Geológico] Setor S3R3;CPRM/SEDURB;Sim;Nao
38913314;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088724;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489382;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
113202714;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910076;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
94090829;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196328252;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518194;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217483896;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220788907;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
218889163;[Geológico] Setor S17R3;CPRM/SEDURB;Sim;Nao
101282570;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917432;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909318;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088869;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372549;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196765213;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38916180;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489801;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
223489259;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915993;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917428;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090912;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196499412;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911305;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917702;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216517875;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518909;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915851;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
216004920;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089828;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196322342;[Geológico] Setor S5R3;CPRM/SEDURB;Sim;Nao
216005058;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911117;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489004;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
197071366;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918662;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38918491;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
113193487;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916381;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333007;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071150;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
218927934;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916195;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916717;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916798;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489730;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
94090870;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489445;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
97551588;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201134843;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088859;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518323;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139457;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372571;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916611;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918647;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
113200278;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489819;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38909442;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38915999;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372645;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
223871371;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
218927938;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091011;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071263;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
94089255;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197054598;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871289;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326838;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489759;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
97551694;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551696;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909552;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223000375;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910672;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
38917569;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
38918578;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197071214;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
94090803;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551586;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489668;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
38910067;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38909599;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372606;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489820;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
94089365;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917433;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918700;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38915989;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915790;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916628;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196327334;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
223489725;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38909477;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
38916749;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38913887;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911266;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489814;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38909456;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
218928045;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916806;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460654;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326776;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088678;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326431;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909862;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871375;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216005151;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518314;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217483715;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004916;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090666;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490012;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490015;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917582;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
220460528;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321579;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088694;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
196326441;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089181;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911007;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197067978;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090788;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004601;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489607;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
197054282;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071049;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
216517772;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916914;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910669;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
38909535;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489629;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
100727332;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97468497;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071099;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
223490122;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196564846;[Geológico] Alto São Sebastião;CPRM;Sim;Nao
196765082;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38911213;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916162;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916034;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321801;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871409;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917002;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113205737;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909902;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197055329;[Geológico] Setor S15R3;CPRM/SEDURB;Sim;Nao
197054891;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38909604;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326819;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197054586;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916707;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518216;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518867;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070761;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918609;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
94088955;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460653;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321593;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916536;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
201139183;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372627;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38918717;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38916531;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220788957;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372494;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326451;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916702;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196322249;[Geológico] Setor S3R3;CPRM/SEDURB;Sim;Nao
38918746;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
197071339;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38922252;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091044;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201194170;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090805;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916795;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916314;[Geológico] Setor S20R3;CPRM/SEDURB;Sim;Nao
94089189;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217484024;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220788819;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088854;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088849;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197053916;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070335;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
196321596;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196322347;[Geológico] Setor S5R3;CPRM/SEDURB;Sim;Nao
196326878;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918589;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
97468503;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372619;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071036;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918551;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
216004883;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
218928026;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871205;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088956;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489783;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
94089161;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490098;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
